	mRNA-sense	mRNA-antisense	rRNA-sense	rRNA-antisense	tRNA-sense	tRNA-antisense	ncRNA-sense	ncRNA-antisense	unannotated	total-reads	unaligned	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX3211303	5992817.0	162165.0	78646.0	0.0	0.0	0.0	0.0	0.0	1656907.0	7989637.0	99102.0	SRX3211303_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7989637.0	0.0	20-50	55.0	16.459231928671564	49.54713787372317	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7991539	2481387	7991539	399576950	149907	395873840	0.9267576620723492	0.0289	0.9683	0.0029		
SRX3211304	6370346.0	358789.0	264615.0	0.0	0.0	0.0	0.0	0.0	1859249.0	8899792.0	46793.0	SRX3211304_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8899792.0	0.0	20-50	55.0	4.260008861524335	49.56092097433289	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	8905157	2597794	8905157	445257850	170488	441087930	0.9365180198395155	0.0451	0.9522	0.0027		
SRX3211305	7613058.0	423909.0	208107.0	0.0	0.0	0.0	0.0	0.0	2086859.0	10541745.0	209812.0	SRX3211305_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10541745.0	0.0	20-50	56.0	10.623286448473547	49.581671345683276	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	10596450	3064511	10596450	529822500	249098	522696597	1.3449604348626192	0.0505	0.9457	0.0038		
SRX3211306	5736127.0	157869.0	76225.0	0.0	0.0	0.0	0.0	0.0	1684081.0	7701446.0	47144.0	SRX3211306_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7701446.0	0.0	20-50	55.0	4.769776971424023	49.51676100825741	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	7706914	2381952	7706914	385345700	154729	381355584	1.0354640002470508	0.0228	0.975	0.0022		
SRX3211307	7925543.0	215290.0	103984.0	0.0	0.0	0.0	0.0	0.0	2191909.0	10507491.0	70765.0	SRX3211307_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10507491.0	0.0	20-50	55.0	14.24551875064812	49.558787820993615	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	10511432	3189717	10511432	525571600	189175	520750224	0.9173585482929444	0.0259	0.9718	0.0023		
SRX3211308	6291965.0	184242.0	358369.0	0.0	0.0	0.0	0.0	0.0	2068536.0	9064096.0	160984.0	SRX3211308_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9064096.0	0.0	20-50	54.0	3.670073024127757	49.49245550797344	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	9069077	2850265	9069077	453453850	187891	448609578	1.0683054074852378	0.03	0.9679	0.0021		
SRX3211309	6862399.0	185579.0	90080.0	0.0	0.0	0.0	0.0	0.0	1808247.0	9115850.0	169545.0	SRX3211309_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9115850.0	0.0	20-50	55.0	15.763479337092006	49.53675137260925	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	9122823	2826210	9122823	456141150	186530	451592946	0.9971045146880522	0.0252	0.9724	0.0024		
SRX3211310	5269772.0	228624.0	295850.0	0.0	0.0	0.0	0.0	0.0	1634171.0	7478543.0	50126.0	SRX3211310_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7478543.0	0.0	20-50	55.0	5.366764287284076	49.47118215406397	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7489968	2350765	7489968	374498400	202845	369979013	1.2067840610266962	0.0399	0.9574	0.0027		
SRX3211311	7628929.0	200814.0	0.0	0.0	0.0	0.0	0.0	0.0	1958001.0	9901118.0	113374.0	SRX3211311_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9901118.0	0.0	20-50	55.0	14.207103826095882	49.550160295029315	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	9903726	3060238	9903726	495186300	205729	490613347	0.9234813240996368	0.0245	0.9734	0.0021		
SRX3211312	5429012.0	231236.0	150304.0	0.0	0.0	0.0	0.0	0.0	1735513.0	7595203.0	49138.0	SRX3211312_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7595203.0	0.0	20-50	55.0	4.846595940189253	49.492603160178874	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	7615297	2376387	7615297	380764850	191150	375913782	1.274032516394305	0.0349	0.9623	0.0028		
SRX3211313	6873815.0	284179.0	92633.0	0.0	0.0	0.0	0.0	0.0	2044436.0	9425027.0	129964.0	SRX3211313_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9425027.0	0.0	20-50	55.0	14.046404919009705	49.55137815520315	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	9427609	2896088	9427609	471380450	191941	467036744	0.9214862432245544	0.0331	0.9641	0.0028		
SRX3211314	6718487.0	286582.0	185949.0	0.0	0.0	0.0	0.0	0.0	2147244.0	9442261.0	103999.0	SRX3211314_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9442261.0	0.0	20-50	54.0	4.198231928445892	49.47191536010284	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	9463052	2988382	9463052	473152600	221641	467134577	1.2718989602931483	0.0335	0.9638	0.0026		
SRX3211315	8523166.0	347898.0	113341.0	0.0	0.0	0.0	0.0	0.0	2387545.0	11492940.0	120990.0	SRX3211315_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11492940.0	0.0	20-50	55.0	12.27597700987288	49.55484088492587	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	11501570	3503457	11501570	575078500	290630	569547816	0.9617267903425356	0.0342	0.9632	0.0026		
SRX3211316	7841232.0	330398.0	106990.0	0.0	0.0	0.0	0.0	0.0	2473131.0	10849204.0	97453.0	SRX3211316_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10849204.0	0.0	20-50	54.0	3.6188266394501714	49.4467763717965	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	10916343	3515061	10916343	545817150	243406	536466515	1.7131442278792448	0.0338	0.9633	0.003		
SRX3211317	9260163.0	388895.0	252994.0	0.0	0.0	0.0	0.0	0.0	2791395.0	12832533.0	139086.0	SRX3211317_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12832533.0	0.0	20-50	55.0	13.206541543919144	49.55373362375145	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	12836949	3944245	12836949	641847450	239593	635919349	0.9235996808899062	0.0335	0.9634	0.003		
SRX3211318	7333322.0	305992.0	98736.0	0.0	0.0	0.0	0.0	0.0	2183020.0	9978101.0	57031.0	SRX3211318_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9978101.0	0.0	20-50	55.0	4.040706110489582	49.48861862592893	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	10003585	3155439	10003585	500179250	205112	493810069	1.2733796933799233	0.0338	0.9634	0.0028		
SRX3211319	9690365.0	402422.0	130575.0	0.0	0.0	0.0	0.0	0.0	2750881.0	13206338.0	232095.0	SRX3211319_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13206338.0	0.0	20-50	56.0	7.30107842503579	49.57029079522272	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	13218632	3942358	13218632	660931600	261751	654657431	0.9492917270107829	0.0366	0.9601	0.0033		
SRX3211320	6421437.0	365852.0	360961.0	0.0	0.0	0.0	0.0	0.0	1810437.0	9128765.0	170078.0	SRX3211320_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9128765.0	0.0	20-50	55.0	4.135619311292516	49.43676138009906	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9171499	2837333	9171499	458574950	225984	451305465	1.5852337769431148	0.0514	0.9452	0.0034		
SRX3211321	5242583.0	373790.0	73682.0	0.0	0.0	0.0	0.0	0.0	1624473.0	7472343.0	157815.0	SRX3211321_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7472343.0	0.0	20-50	55.0	20.53502406303205	49.56560198053007	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7474725	2223867	7474725	373736250	102414	370381492	0.8976271367842964	0.0607	0.9347	0.0046		
SRX3211322	8039299.0	226007.0	648828.0	0.0	0.0	0.0	0.0	0.0	1960938.0	10983690.0	108618.0	SRX3211322_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10983690.0	0.0	20-50	55.0	3.5740868279309135	49.50525679439242	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10992595	3330917	10992595	549629750	166653	543755108	1.068836248401765	0.0256	0.972	0.0024		
SRX3211323	4525583.0	118661.0	57904.0	0.0	0.0	0.0	0.0	0.0	1045308.0	5846676.0	99220.0	SRX3211323_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5846676.0	0.0	20-50	56.0	20.411803288556204	49.566164261539384	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	5847952	1754869	5847952	292397600	77532	289803546	0.8871666525306637	0.0223	0.9751	0.0025		
SRX3211324	3409314.0	87953.0	172314.0	0.0	0.0	0.0	0.0	0.0	648485.0	4354764.0	36698.0	SRX3211324_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4354764.0	0.0	20-50	56.0	7.156989850322204	49.51673202038044	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	4358556	1338331	4358556	217927800	96376	215637754	1.0508278429828597	0.0227	0.9754	0.0019		
SRX3211325	4959985.0	124489.0	61140.0	0.0	0.0	0.0	0.0	0.0	980748.0	6166001.0	39639.0	SRX3211325_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6166001.0	0.0	20-50	56.0	20.892849888482345	49.56156169938993	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6172768	1872139	6172768	308638400	85985	305603247	0.9834009637167638	0.0208	0.9769	0.0023		
SRX3211326	4674917.0	94103.0	3568668.0	0.0	0.0	0.0	0.0	0.0	734357.0	9267008.0	194963.0	SRX3211326_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9267008.0	0.0	20-50	56.0	3.615503645063269	49.46831091545405	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9272494	2721762	9272494	463624700	97831	458424436	1.1216537859177909	0.0191	0.9792	0.0018		
SRX3211327	5974955.0	152330.0	74540.0	0.0	0.0	0.0	0.0	0.0	1271085.0	7529042.0	56132.0	SRX3211327_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7529042.0	0.0	20-50	56.0	17.191307740168597	49.55920726700688	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7530727	2297206	7530727	376536350	117698	373142465	0.9013432567665778	0.0226	0.9751	0.0023		
SRX3211328	3330768.0	84955.0	4074035.0	0.0	0.0	0.0	0.0	0.0	750243.0	8392149.0	152148.0	SRX3211328_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8392149.0	0.0	20-50	55.0	2.727876735552311	49.56928648430813	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8395617	2345380	8395617	419780850	92764	415995557	0.9017307483178424	0.0267	0.9712	0.0021		
SRX3211329	4825174.0	125562.0	60906.0	0.0	0.0	0.0	0.0	0.0	1100638.0	6181510.0	69230.0	SRX3211329_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6181510.0	0.0	20-50	55.0	19.794018378614787	49.55896180706657	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6183163	1892019	6183163	309158150	89921	306356811	0.906118438087432	0.0257	0.9717	0.0026		
SRX3211330	3975973.0	108613.0	104194.0	0.0	0.0	0.0	0.0	0.0	1048542.0	5314794.0	77472.0	SRX3211330_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5314794.0	0.0	20-50	55.0	6.407019833967666	49.52266353126761	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	5321335	1678684	5321335	266066750	55959	263204292	1.075842058430826	0.028999999999999998	0.9679	0.0031		
SRX3211331	4646489.0	123264.0	59356.0	0.0	0.0	0.0	0.0	0.0	1133322.0	6043883.0	81452.0	SRX3211331_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6043883.0	0.0	20-50	55.0	20.835874071588208	49.5543512341321	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6046650	1863263	6046650	302332500	90700	299509687	0.93367831774619	0.0263	0.9711	0.0027		
SRX3211332	5636484.0	233662.0	149318.0	0.0	0.0	0.0	0.0	0.0	1507034.0	7629023.0	102525.0	SRX3211332_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7629023.0	0.0	20-50	55.0	3.8855091354587614	49.51843506042648	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7658916	2408672	7658916	382945800	96851	377780872	1.3487360352300508	0.0335	0.9640000000000001	0.0025		
SRX3211333	4798586.0	131218.0	62895.0	0.0	0.0	0.0	0.0	0.0	1326772.0	6405583.0	86112.0	SRX3211333_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6405583.0	0.0	20-50	55.0	20.16958845849361	49.55268287055214	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6408183	1971829	6408183	320409150	125454	317423476	0.9318316908240604	0.028999999999999998	0.9681	0.0029		
SRX3211334	4869615.0	246541.0	158638.0	0.0	0.0	0.0	0.0	0.0	2628696.0	8135311.0	231821.0	SRX3211334_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8135311.0	0.0	20-50	53.0	3.637862616353088	49.455921353221775	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8144866	2654652	8144866	407243300	92038	402342087	1.2035097937768406	0.0441	0.9527	0.0032		
SRX3211335	4109638.0	215101.0	69318.0	0.0	0.0	0.0	0.0	0.0	2570595.0	7031448.0	66796.0	SRX3211335_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7031448.0	0.0	20-50	53.0	16.379533337331235	49.53323440634134	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	7034113	2278894	7034113	351705650	91776	348301304	0.967953173342538	0.0465	0.9489	0.0046		
SRX3211336	4717911.0	200798.0	130599.0	0.0	0.0	0.0	0.0	0.0	1508432.0	6661889.0	104149.0	SRX3211336_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6661889.0	0.0	20-50	54.0	5.680536467011852	49.48053277381235	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	6676557	2101843	6676557	333827850	133624	329638583	1.2549183658583307	0.0339	0.9637	0.0024		
SRX3211337	5234784.0	216842.0	70522.0	0.0	0.0	0.0	0.0	0.0	1556929.0	7188130.0	109053.0	SRX3211337_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7188130.0	0.0	20-50	55.0	18.6440518244321	49.55384098506843	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7191101	2204497	7191101	359555050	130597	356209682	0.9304188607558148	0.0341	0.9631	0.0028		
SRX3211338	6965861.0	293389.0	380200.0	0.0	0.0	0.0	0.0	0.0	1911770.0	9709258.0	158038.0	SRX3211338_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9709258.0	0.0	20-50	55.0	4.539829977412023	49.543384468720475	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	9717654	2909773	9717654	485882700	186096	481034685	0.997774771565236	0.0343	0.9628	0.0029		
SRX3211339	6541853.0	260806.0	84692.0	0.0	0.0	0.0	0.0	0.0	1616153.0	8585396.0	81892.0	SRX3211339_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8585396.0	0.0	20-50	56.0	18.493199186805914	49.55991022429251	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8587546	2585754	8587546	429377300	160876	425503044	0.902296418557758	0.0352	0.9619	0.0028		
SRX3211340	6607243.0	173918.0	83343.0	0.0	0.0	0.0	0.0	0.0	1425134.0	8505634.0	215996.0	SRX3211340_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8505634.0	0.0	20-50	56.0	5.390555519579997	49.50684158288495	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8513652	2573953	8513652	425682600	274711	421099037	1.076756014927554	0.0269	0.9703	0.0028		
SRX3211341	7404075.0	290965.0	94648.0	0.0	0.0	0.0	0.0	0.0	1710986.0	9584698.0	84024.0	SRX3211341_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9584698.0	0.0	20-50	56.0	17.347333223425473	49.56159401162144	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	9587190	2870518	9587190	479359500	176873	475044448	0.9001703314526992	0.0293	0.9683	0.0023		
SRX3211342	6231756.0	168191.0	161263.0	0.0	0.0	0.0	0.0	0.0	1460198.0	8231026.0	209618.0	SRX3211342_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8231026.0	0.0	20-50	56.0	5.68326823444626	49.52166084762702	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8242414	2497566	8242414	412120700	202795	407622935	1.0913708047181323	0.0279	0.9695	0.0026		
SRX3211343	6386551.0	188678.0	454440.0	0.0	0.0	0.0	0.0	0.0	2009594.0	9277153.0	237890.0	SRX3211343_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9277153.0	0.0	20-50	54.0	3.6791339201556097	49.51653131084504	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	9281711	2916159	9281711	464085550	184483	459378617	1.014238215346287	0.033	0.9645	0.0026		
SRX3211344	3877672.0	158632.0	51527.0	0.0	0.0	0.0	0.0	0.0	1138022.0	5245434.0	19581.0	SRX3211344_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5245434.0	0.0	20-50	55.0	20.53316488565237	49.526547279024	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	5248015	1647459	5248015	262400750	150448	259798888	0.9915604280856668	0.0317	0.9653	0.003		
SRX3211345	6196839.0	269077.0	260791.0	0.0	0.0	0.0	0.0	0.0	1921564.0	8922455.0	274184.0	SRX3211345_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8922455.0	0.0	20-50	55.0	4.84235151263747	49.51701745763918	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8945138	2802356	8945138	447256900	184240	441824926	1.2145087085297064	0.0378	0.9585	0.0037		
SRX3211346	6491759.0	266374.0	86243.0	0.0	0.0	0.0	0.0	0.0	1818608.0	8776769.0	113785.0	SRX3211346_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8776769.0	0.0	20-50	55.0	17.001775666196636	49.54728499747458	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8780350	2716185	8780350	439017500	169334	434880234	0.9423920458751645	0.0346	0.9620000000000001	0.0035		
SRX3211347	4411975.0	81300.0	2516049.0	0.0	0.0	0.0	0.0	0.0	789340.0	8005651.0	206987.0	SRX3211347_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8005651.0	0.0	20-50	55.0	3.7185517895799904	49.564010347191	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8012684	2324686	8012684	400634200	75163	396793629	0.95862285346583	0.021	0.9769	0.0021		
SRX3211348	6629431.0	171566.0	83739.0	0.0	0.0	0.0	0.0	0.0	1428272.0	8491400.0	178392.0	SRX3211348_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8491400.0	0.0	20-50	56.0	18.886011790124165	49.561678404032314	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8497514	2591747	8497514	424875700	109739	420857724	0.9456827020232036	0.0248	0.9726	0.0025		
SRX3211349	7305023.0	211155.0	308011.0	0.0	0.0	0.0	0.0	0.0	2470454.0	10505257.0	210614.0	SRX3211349_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10505257.0	0.0	20-50	54.0	3.26838092798531	49.53801082638911	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10515376	3297581	10515376	525768800	101942	520411811	1.0188868186929312	0.0303	0.9670000000000001	0.0027		
SRX3211350	5798381.0	160077.0	78208.0	0.0	0.0	0.0	78208.0	0.0	1724163.0	7922927.0	83890.0	SRX3211350_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7922927.0	0.0	20-50	55.0	16.380968798146085	49.55420073919651	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7924537	2464667	7924537	396226850	103053	392624266	0.9092225829723556	0.0285	0.9686	0.0029		
SRX3211351	3511121.0	142699.0	2172280.0	0.0	0.0	0.0	0.0	0.0	1194433.0	7122937.0	102404.0	SRX3211351_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7122937.0	0.0	20-50	55.0	3.5369106358600653	49.54199314131235	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7135837	2118796	7135837	356791850	140342	352889119	1.0938397275610416	0.0355	0.9613	0.0032		
SRX3211352	4973324.0	219130.0	143810.0	0.0	0.0	0.0	0.0	0.0	1945182.0	7337409.0	55963.0	SRX3211352_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7337409.0	0.0	20-50	54.0	15.783071274210654	49.54688119471056	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	7339018	2304792	7339018	366950900	88477	363555724	0.9252398617907736	0.0354	0.9616	0.003		
SRX3211353	5279411.0	256236.0	167086.0	0.0	0.0	0.0	0.0	0.0	2595085.0	8575045.0	277227.0	SRX3211353_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8575045.0	0.0	20-50	54.0	4.511434009545879	49.49105060090064	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8596082	2740642	8596082	429804100	139778	424395296	1.2584347147921575	0.0439	0.9528	0.0033		
SRX3211354	4581128.0	221861.0	72507.0	0.0	0.0	0.0	0.0	0.0	2323724.0	7362443.0	163223.0	SRX3211354_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7362443.0	0.0	20-50	54.0	17.321666355280442	49.53350212694347	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7364811	2378648	7364811	368240550	94487	364697969	0.9620290323811432	0.0421	0.9537	0.0042		
SRX3211355	5119340.0	302538.0	221638.0	0.0	0.0	0.0	0.0	0.0	1707267.0	7604401.0	253618.0	SRX3211355_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7604401.0	0.0	20-50	55.0	5.478911186514819	49.4990387803063	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7655733	2400547	7655733	382786650	103339	376416526	1.6641447657592032	0.0466	0.9498	0.0036		
SRX3211356	4606573.0	256822.0	62908.0	0.0	0.0	0.0	0.0	0.0	1325490.0	6412926.0	161133.0	SRX3211356_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6412926.0	0.0	20-50	55.0	24.235704849291505	49.54041945907375	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6415983	1980147	6415983	320799150	110117	317710147	0.9629087234177522	0.0476	0.9485	0.0039		
SRX3211357	5869384.0	253941.0	324025.0	0.0	0.0	0.0	0.0	0.0	1795435.0	8328750.0	85965.0	SRX3211357_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8328750.0	0.0	20-50	55.0	3.980908301491828	49.50701906048327	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8357692	2585022	8357692	417884600	98364	412337560	1.327409528850788	0.0391	0.958	0.003		
SRX3211358	5954776.0	239866.0	78125.0	0.0	0.0	0.0	0.0	0.0	1567712.0	7950948.0	110469.0	SRX3211358_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7950948.0	0.0	20-50	55.0	20.3767457262399	49.55633416291994	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7953940	2421773	7953940	397697000	112864	394034516	0.9209232154127388	0.0367	0.96	0.0033		
SRX3211359	6692617.0	289524.0	277089.0	0.0	0.0	0.0	0.0	0.0	1954859.0	9496680.0	282591.0	SRX3211359_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9496680.0	0.0	20-50	55.0	3.9817191930397504	49.521328401083316	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9534363	2941620	9534363	476718150	137539	470305889	1.3450843019087904	0.0341	0.9626	0.0033		
SRX3211360	6086576.0	248821.0	80921.0	0.0	0.0	0.0	0.0	0.0	1705062.0	8233057.0	111677.0	SRX3211360_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8233057.0	0.0	20-50	55.0	17.93751637317655	49.55875247796778	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8234970	2517302	8234970	411748500	108375	408031139	0.9028232039703848	0.0374	0.9594	0.0032		
SRX3312459	7565708.0	537573.0	212674.0	0.0	106337.0	0.0	0.0	0.0	2236936.0	11859800.0	1200572.0	SRX3312459_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11859800.0	0.0	20-50	54.0	13.492529164939745	49.478617936221525	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11883392	3645483	11883392	594169600	685528	586860003	1.2302206306078265	0.0607	0.9353	0.004		
SRX3312460	7536378.0	422817.0	208935.0	0.0	104467.0	0.0	0.0	0.0	2197049.0	11515913.0	1046267.0	SRX3312460_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11515913.0	0.0	20-50	54.0	12.43008559488166	49.521562988535955	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11526816	3468640	11526816	576340800	608950	570327016	1.0434423521638587	0.0459	0.9502	0.0039		
SRX3312461	8670895.0	500127.0	370788.0	0.0	123596.0	0.0	0.0	0.0	2723128.0	13737010.0	1348476.0	SRX3312461_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13737010.0	0.0	20-50	54.0	10.006822618880976	49.496852517396434	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13749738	4177478	13749738	687486900	587032	679982733	1.0915359987223028	0.0462	0.9498	0.004		
SRX3312462	7826827.0	473760.0	465797.0	0.0	0.0	0.0	0.0	0.0	2915769.0	12947000.0	1264847.0	SRX3312462_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12947000.0	0.0	20-50	53.0	10.919464098285387	49.533885842280064	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12961510	3878110	12961510	648075500	634453	641359821	1.036249480191737	0.0573	0.9383	0.0043		
SRX3312463	7249525.0	604442.0	709973.0	0.0	118329.0	0.0	0.0	0.0	3319272.0	13256903.0	1255362.0	SRX3312463_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13256903.0	0.0	20-50	53.0	10.485672051388944	49.51667097511387	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13282490	4032725	13282490	664124500	672822	656493979	1.1489594195064328	0.0723	0.9227	0.005		
