	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX3211343	9277153.0	6392352.0	420782.0	191252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1786196.0	482578.0	3993.0	68.90424249767143	9277153.0	9085901.0	97.94	191252.0	2.06	SRX3211343_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9277153.0	0.0	20-50	54.0	3.6791339201556097	49.51653131084504	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	9281711	2916159	9281711	464085550	184483	459378617	1.014238215346287	0.0827	0.62	0.2973		
SRX3211344	5245434.0	3834872.0	37927.0	101904.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	983811.0	284542.0	2378.0	73.10876468944228	5245434.0	5143530.0	98.06	101904.0	1.94	SRX3211344_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5245434.0	0.0	20-50	55.0	20.53316488565237	49.526547279024	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	5248015	1647459	5248015	262400750	150448	259798888	0.9915604280856668	0.0912	0.5742	0.3346		
SRX3211345	8922455.0	6203487.0	265198.0	234883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1768402.0	446492.0	3993.0	69.52668295889416	8922455.0	8687572.0	97.37	234883.0	2.63	SRX3211345_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8922455.0	0.0	20-50	55.0	4.84235151263747	49.51701745763918	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8945138	2802356	8945138	447256900	184240	441824926	1.2145087085297064	0.1073	0.5901	0.3026		
SRX3211346	8776769.0	6423895.0	69792.0	174712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1639863.0	464235.0	4272.0	73.19202544808915	8776769.0	8602057.0	98.01	174712.0	1.99	SRX3211346_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8776769.0	0.0	20-50	55.0	17.001775666196636	49.54728499747458	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8780350	2716185	8780350	439017500	169334	434880234	0.9423920458751645	0.0963	0.5738	0.3299		
SRX3211347	8005651.0	4430460.0	2488604.0	141401.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	692549.0	249692.0	2945.0	55.34165803630461	8005651.0	7864250.0	98.23	141401.0	1.77	SRX3211347_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8005651.0	0.0	20-50	55.0	3.7185517895799904	49.564010347191	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8012684	2324686	8012684	400634200	75163	396793629	0.95862285346583	0.1019	0.6249	0.2732		
SRX3211348	8491400.0	6646884.0	72264.0	124732.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1202183.0	441319.0	4018.0	78.27783404385613	8491400.0	8366668.0	98.53	124732.0	1.47	SRX3211348_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8491400.0	0.0	20-50	56.0	18.886011790124165	49.561678404032314	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8497514	2591747	8497514	424875700	109739	420857724	0.9456827020232036	0.0816	0.6293	0.2891		
SRX3211349	10505257.0	7278084.0	263645.0	235910.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2156888.0	566394.0	4336.0	69.28039932768898	10505257.0	10269347.0	97.75	235910.0	2.25	SRX3211349_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10505257.0	0.0	20-50	54.0	3.26838092798531	49.53801082638911	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10515376	3297581	10515376	525768800	101942	520411811	1.0188868186929312	0.1262	0.515	0.3589		
SRX3211350	7922927.0	5796858.0	89135.0	115400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1528059.0	390262.0	3213.0	73.16561164832139	7922927.0	7807527.0	98.54	115400.0	1.46	SRX3211350_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7922927.0	0.0	20-50	55.0	16.380968798146085	49.55420073919651	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7924537	2464667	7924537	396226850	103053	392624266	0.9092225829723556	0.1252	0.5495	0.3252		
SRX3211351	7122937.0	3485612.0	2175097.0	120210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1099635.0	240260.0	2123.0	48.93503901550723	7122937.0	7002727.0	98.31	120210.0	1.69	SRX3211351_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7122937.0	0.0	20-50	55.0	3.5369106358600653	49.54199314131235	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7135837	2118796	7135837	356791850	140342	352889119	1.0938397275610416	0.1535	0.5153	0.3312		
SRX3211352	7337409.0	4918898.0	108308.0	159254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1754855.0	393275.0	2819.0	67.03862357952242	7337409.0	7178155.0	97.83	159254.0	2.17	SRX3211352_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7337409.0	0.0	20-50	54.0	15.783071274210654	49.54688119471056	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	7339018	2304792	7339018	366950900	88477	363555724	0.9252398617907736	0.1283	0.4826	0.3891		
SRX3211353	8575045.0	5287727.0	181144.0	229945.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2506536.0	366394.0	3299.0	61.66413120864088	8575045.0	8345100.0	97.32	229945.0	2.68	SRX3211353_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8575045.0	0.0	20-50	54.0	4.511434009545879	49.49105060090064	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8596082	2740642	8596082	429804100	139778	424395296	1.2584347147921575	0.1463	0.4567	0.397		
SRX3211354	7362443.0	4601534.0	80018.0	132693.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2211113.0	334011.0	3074.0	62.50009677494277	7362443.0	7229750.0	98.2	132693.0	1.8	SRX3211354_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7362443.0	0.0	20-50	54.0	17.321666355280442	49.53350212694347	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7364811	2378648	7364811	368240550	94487	364697969	0.9620290323811432	0.1481	0.4356	0.4163		
SRX3211355	7604401.0	5135790.0	240846.0	201537.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1697932.0	324673.0	3623.0	67.53707491227777	7604401.0	7402864.0	97.35	201537.0	2.65	SRX3211355_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7604401.0	0.0	20-50	55.0	5.478911186514819	49.4990387803063	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7655733	2400547	7655733	382786650	103339	376416526	1.6641447657592032	0.1022	0.6023	0.2956		
SRX3211356	6412926.0	4578001.0	88812.0	144201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1315603.0	282810.0	3499.0	71.38708601970458	6412926.0	6268725.0	97.75	144201.0	2.25	SRX3211356_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6412926.0	0.0	20-50	55.0	24.235704849291505	49.54041945907375	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6415983	1980147	6415983	320799150	110117	317710147	0.9629087234177522	0.1259	0.5195	0.3547		
SRX3211357	8328750.0	5820139.0	287573.0	202535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1651562.0	363015.0	3926.0	69.88010205613088	8328750.0	8126215.0	97.57	202535.0	2.43	SRX3211357_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8328750.0	0.0	20-50	55.0	3.980908301491828	49.50701906048327	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8357692	2585022	8357692	417884600	98364	412337560	1.327409528850788	0.0598	0.6574	0.2827		
SRX3211358	7950948.0	5919173.0	77595.0	166248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1420467.0	363166.0	4299.0	74.44612893959311	7950948.0	7784700.0	97.91	166248.0	2.09	SRX3211358_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7950948.0	0.0	20-50	55.0	20.3767457262399	49.55633416291994	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7953940	2421773	7953940	397697000	112864	394034516	0.9209232154127388	0.10800000000000001	0.5499	0.3421		
SRX3211359	9496680.0	6696296.0	294304.0	222046.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1834054.0	445713.0	4267.0	70.51196839316476	9496680.0	9274634.0	97.66	222046.0	2.34	SRX3211359_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9496680.0	0.0	20-50	55.0	3.9817191930397504	49.521328401083316	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9534363	2941620	9534363	476718150	137539	470305889	1.3450843019087904	0.0608	0.6725	0.2667		
SRX3211360	8233057.0	6071718.0	71666.0	153499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1507426.0	424675.0	4073.0	73.74803794022074	8233057.0	8079558.0	98.14	153499.0	1.86	SRX3211360_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8233057.0	0.0	20-50	55.0	17.93751637317655	49.55875247796778	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8234970	2517302	8234970	411748500	108375	408031139	0.9028232039703848	0.1181	0.5542	0.3277		
SRX3312459	11859800.0	7919314.0	258995.0	1344218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1767889.0	552807.0	16577.0	66.77443127202821	11859800.0	10515582.0	88.67	1344218.0	11.33	SRX3312459_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11859800.0	0.0	20-50	54.0	13.492529164939745	49.478617936221525	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11883392	3645483	11883392	594169600	685528	586860003	1.2302206306078265	0.2264	0.3278	0.4458		
SRX3312460	11515913.0	7869399.0	258544.0	1118784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1733695.0	521360.0	14131.0	68.33499871004582	11515913.0	10397129.0	90.28	1118784.0	9.72	SRX3312460_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11515913.0	0.0	20-50	54.0	12.43008559488166	49.521562988535955	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11526816	3468640	11526816	576340800	608950	570327016	1.0434423521638587	0.1919	0.3585	0.4496		
SRX3312461	13737010.0	9057085.0	426574.0	1427387.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2169361.0	641774.0	14829.0	65.93199684647533	13737010.0	12309623.0	89.61	1427387.0	10.39	SRX3312461_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13737010.0	0.0	20-50	54.0	10.006822618880976	49.496852517396434	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13749738	4177478	13749738	687486900	587032	679982733	1.0915359987223028	0.1809	0.2997	0.5194		
SRX3312462	12947000.0	8195603.0	464964.0	1344981.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2343350.0	584480.0	13622.0	63.30117401714684	12947000.0	11602019.0	89.61	1344981.0	10.39	SRX3312462_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12947000.0	0.0	20-50	53.0	10.919464098285387	49.533885842280064	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12961510	3878110	12961510	648075500	634453	641359821	1.036249480191737	0.2057	0.2238	0.5704		
SRX3312463	13256903.0	7742281.0	656882.0	1484573.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2779455.0	579027.0	14685.0	58.40188315476096	13256903.0	11772330.0	88.8	1484573.0	11.2	SRX3312463_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13256903.0	0.0	20-50	53.0	10.485672051388944	49.51667097511387	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13282490	4032725	13282490	664124500	672822	656493979	1.1489594195064328	0.2445	0.1866	0.5689		
SRX3312464	17134598.0	10036513.0	581092.0	1667816.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4132475.0	697759.0	18943.0	58.574546073389065	17134598.0	15466782.0	90.27	1667816.0	9.73	SRX3312464_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17134598.0	0.0	20-50	52.0	8.27770313668025	49.51750610081427	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	17158758	5296106	17158758	857937900	982065	848520231	1.0977098692108136	0.256	0.2018	0.5422		
SRX3312465	11702495.0	5931040.0	724077.0	1462152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3092823.0	480497.0	11906.0	50.68184177818491	11702495.0	10240343.0	87.51	1462152.0	12.49	SRX3312465_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11702495.0	0.0	20-50	52.0	12.322847077081056	49.51423179416014	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	11728914	3572111	11728914	586445700	1388178	579500742	1.1842457025433046	0.2615	0.2055	0.5329999999999999		
SRX3312466	9332655.0	4242032.0	474576.0	1186354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2979542.0	440898.0	9253.0	45.45364636322676	9332655.0	8146301.0	87.29	1186354.0	12.71	SRX3312466_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9332655.0	0.0	20-50	51.0	11.149472247713533	49.53850024457135	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	9346598	2844118	9346598	467329900	639925	462363810	1.0626518868148602	0.2611	0.2158	0.5231		
SRX3312467	12048478.0	4630000.0	1883294.0	1632112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3450024.0	443815.0	9233.0	38.42809025339134	12048478.0	10416366.0	86.45	1632112.0	13.55	SRX3312467_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12048478.0	0.0	20-50	51.0	8.98532090854397	49.529386118313035	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12069817	3583916	12069817	603490850	1043308	596805962	1.1077032899504606	0.248	0.2262	0.5258		
SRX3312468	10758283.0	6072119.0	1058018.0	2071066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1150542.0	396662.0	9876.0	56.441339198829404	10758283.0	8687217.0	80.75	2071066.0	19.25	SRX3312468_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10758283.0	0.0	20-50	54.0	12.340023807693367	49.54367681162506	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10765492	3203799	10765492	538274600	524330	533034217	0.9735519751442849	0.2088	0.3542	0.43700000000000006		
SRX3312469	12599814.0	7643991.0	966496.0	1777233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1689137.0	511272.0	11685.0	60.66749080581666	12599814.0	10822581.0	85.89	1777233.0	14.11	SRX3312469_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12599814.0	0.0	20-50	54.0	12.087589278993	49.53195253517235	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	12610356	3760473	12610356	630517800	660660	624125707	1.013784702033789	0.1919	0.3801	0.4279		
SRX3312470	25794309.0	15825545.0	2479064.0	2962631.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3446117.0	1057310.0	23642.0	61.352855003791724	25794309.0	22831678.0	88.51	2962631.0	11.49	SRX3312470_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25794309.0	0.0	20-50	54.0	6.8654379266786165	49.53403306907737	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	25812370	7618232	25812370	1290618500	1288110	1277761519	0.9961875643344644	0.1861	0.3493	0.4646		
SRX3312471	17175605.0	9247955.0	1913782.0	2825737.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501945.0	670935.0	15251.0	53.84354728698058	17175605.0	14349868.0	83.55	2825737.0	16.45	SRX3312471_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17175605.0	0.0	20-50	54.0	9.071936742707623	49.52978162923519	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	17215541	5102636	17215541	860777050	1116026	850769408	1.1626288131171714	0.1924	0.2925	0.5151		
SRX3312472	17463827.0	9407498.0	1686279.0	2473892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3198441.0	678906.0	18811.0	53.86847911399947	17463827.0	14989935.0	85.83	2473892.0	14.17	SRX3312472_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17463827.0	0.0	20-50	54.0	9.397762224433984	49.48445297814735	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	17557964	5292934	17557964	877898200	1349112	864260753	1.5534200890262675	0.2488	0.244	0.5072		
SRX3312473	14157948.0	6454009.0	2469329.0	2290812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2447765.0	480505.0	15528.0	45.58576567734251	14157948.0	11867136.0	83.82	2290812.0	16.18	SRX3312473_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14157948.0	0.0	20-50	54.0	11.124685191565659	49.46757983572196	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	14221207	4276872	14221207	711060350	1416827	700413444	1.4973280397367117	0.2854	0.1954	0.5193		
SRX3312474	11591662.0	720288.0	26673.0	1361733.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9440403.0	41768.0	797.0	6.213845779837266	11591662.0	10229929.0	88.25	1361733.0	11.75	SRX3312474_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11591662.0	0.0	20-50	53.0	8.189359203734636	49.39534865664648	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11745261	3544948	11745261	587263050	605565	572607361	2.4955918816959453	0.3139	0.1562	0.5299		
SRX3312475	13404912.0	727066.0	19538.0	2473330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10140526.0	43569.0	883.0	5.423877456263792	13404912.0	10931582.0	81.55	2473330.0	18.45	SRX3312475_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13404912.0	0.0	20-50	52.0	7.5288537900466705	49.464219757653005	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13422390	4022675	13422390	671119500	730604	663098519	1.1951643485251136	0.3449	0.1338	0.5214		
SRX3312476	11343259.0	476514.0	21970.0	1973378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8838741.0	32095.0	561.0	4.200856208960759	11343259.0	9369881.0	82.6	1973378.0	17.4	SRX3312476_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11343259.0	0.0	20-50	52.0	6.830681990055336	49.451075215685364	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11363112	3329286	11363112	568155600	541948	560961055	1.266298352071158	0.3329	0.1308	0.5363		
SRX3312477	5679245.0	3553442.0	243162.0	743185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	881722.0	251778.0	5956.0	62.568915410411066	5679245.0	4936060.0	86.91	743185.0	13.09	SRX3312477_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5679245.0	0.0	20-50	54.0	16.824111179985778	49.42036960898852	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5718671	1780596	5718671	285933550	316454	280690345	1.833714511640904	0.2002	0.3942	0.4056		
SRX3312478	7303850.0	3813965.0	1148432.0	774729.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1294572.0	266017.0	6135.0	52.21855596705846	7303850.0	6529121.0	89.39	774729.0	10.61	SRX3312478_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7303850.0	0.0	20-50	54.0	14.270053374733074	49.258795840549844	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7335142	2365108	7335142	366757100	251088	359795337	1.8981944725814444	0.1981	0.3672	0.4347		
SRX3312479	8592259.0	5346593.0	201329.0	827108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1841517.0	368402.0	7310.0	62.22569640882568	8592259.0	7765151.0	90.37	827108.0	9.63	SRX3312479_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8592259.0	0.0	20-50	54.0	13.404194504076116	49.30396895624307	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8656998	2839751	8656998	432849900	307571	423653781	2.1245514900199813	0.1915	0.2948	0.5137		
SRX3312480	8784247.0	5523399.0	156738.0	887660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1855368.0	353672.0	7410.0	62.878457311138895	8784247.0	7896587.0	89.89	887660.0	10.11	SRX3312480_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8784247.0	0.0	20-50	54.0	8.529476440991623	49.30712103154657	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8903099	2887307	8903099	445154950	565831	433160517	2.6944399921869904	0.2029	0.2151	0.5819		
SRX3312481	9906601.0	5782737.0	207468.0	1067624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2424686.0	415767.0	8319.0	58.372563909659846	9906601.0	8838977.0	89.22	1067624.0	10.78	SRX3312481_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9906601.0	0.0	20-50	53.0	14.084857082225039	49.43605258756258	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	9926005	3217759	9926005	496300250	290224	489762689	1.3172592598935824	0.1961	0.1728	0.6312		
SRX3312482	6954671.0	3495982.0	205338.0	1195668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1811712.0	240218.0	5753.0	50.26811476775825	6954671.0	5759003.0	82.81	1195668.0	17.19	SRX3312482_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6954671.0	0.0	20-50	52.0	12.129420318946195	49.31986703612579	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7046709	2156134	7046709	352335450	855109	343037289	2.639008081644921	0.2507	0.1883	0.561		
SRX3312483	9224609.0	4846622.0	209819.0	777121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3047958.0	334670.0	8419.0	52.540134763435496	9224609.0	8447488.0	91.58	777121.0	8.42	SRX3312483_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9224609.0	0.0	20-50	52.0	10.435940580120054	49.353238061363896	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9259704	3067665	9259704	462985200	292758	455293109	1.6614118550657773	0.2473	0.2066	0.5461		
SRX3312484	9476855.0	4755409.0	296952.0	1077884.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2982284.0	355403.0	8923.0	50.17918919303924	9476855.0	8398971.0	88.63	1077884.0	11.37	SRX3312484_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9476855.0	0.0	20-50	52.0	11.448663982489126	49.377308716868626	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9547792	3121778	9547792	477389600	373945	467969385	1.9732761249930872	0.2248	0.2838	0.4914		
SRX3312485	11145617.0	4944902.0	1453429.0	1011511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3328632.0	397992.0	9151.0	44.366337009427106	11145617.0	10134106.0	90.92	1011511.0	9.08	SRX3312485_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11145617.0	0.0	20-50	52.0	11.147586657523076	49.36596888265584	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11252905	3601671	11252905	562645250	363952	550243077	2.2042615662355627	0.2015	0.3202	0.4783		
SRX3312486	10094641.0	5764535.0	1041191.0	1106508.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1778451.0	394295.0	9661.0	57.10490348294704	10094641.0	8988133.0	89.04	1106508.0	10.96	SRX3312486_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10094641.0	0.0	20-50	55.0	10.559770686804654	49.39395764544772	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10164707	3153514	10164707	508235350	567287	498643024	1.8873787508090492	0.2268	0.4019	0.3713		
SRX3312487	8371818.0	5076275.0	706750.0	850395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1427030.0	303462.0	7906.0	60.63527659105824	8371818.0	7521423.0	89.84	850395.0	10.16	SRX3312487_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8371818.0	0.0	20-50	55.0	14.60171338068626	49.18227844895816	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8480856	2848666	8480856	424042800	373406	411766149	2.8951443109044646	0.201	0.3691	0.4299		
SRX3312488	9908236.0	6018024.0	921318.0	1089010.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1483766.0	387785.0	8333.0	60.73759244329667	9908236.0	8819226.0	89.01	1089010.0	10.99	SRX3312488_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9908236.0	0.0	20-50	55.0	10.17122046998916	49.45015096531814	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9936081	3002443	9936081	496804050	369843	489995509	1.3704680950165362	0.1805	0.319	0.5005		
SRX3312489	7901487.0	4428716.0	1023345.0	1057529.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1109359.0	276595.0	5943.0	56.049146192355956	7901487.0	6843958.0	86.62	1057529.0	13.38	SRX3312489_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7901487.0	0.0	20-50	54.0	10.728452413031947	49.504754105145025	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7914507	2345815	7914507	395725350	338956	391178406	1.1490150934227488	0.1856	0.268	0.5464		
SRX3312490	9275428.0	3964559.0	1838360.0	1969489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1234894.0	261240.0	6886.0	42.742599047720496	9275428.0	7305939.0	78.77	1969489.0	21.23	SRX3312490_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9275428.0	0.0	20-50	54.0	9.583444181914292	49.50429058367981	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	9304771	2749624	9304771	465238550	344873	459200121	1.2979210342737075	0.2137	0.2011	0.5852		
