,0
SYNPCC7942_RS08445,Synpcc7942_1656
SYNPCC7942_RS08450,Synpcc7942_1657
SYNPCC7942_RS08455,Synpcc7942_1658
SYNPCC7942_RS08460,Synpcc7942_1659
SYNPCC7942_RS08465,Synpcc7942_1660
SYNPCC7942_RS08470,Synpcc7942_1661
SYNPCC7942_RS08475,Synpcc7942_1662
SYNPCC7942_RS13630,Synpcc7942_1663
SYNPCC7942_RS08485,Synpcc7942_1664
SYNPCC7942_RS08490,Synpcc7942_1665
SYNPCC7942_RS08495,Synpcc7942_1666
SYNPCC7942_RS08500,Synpcc7942_1667
SYNPCC7942_RS08505,Synpcc7942_1668
SYNPCC7942_RS08510,Synpcc7942_1669
SYNPCC7942_RS13880,Synpcc7942_1670
SYNPCC7942_RS08515,Synpcc7942_1671
SYNPCC7942_RS08520,Synpcc7942_1672
SYNPCC7942_RS08525,Synpcc7942_1673
SYNPCC7942_RS08530,Synpcc7942_1674
SYNPCC7942_RS08535,Synpcc7942_1675
SYNPCC7942_RS08540,Synpcc7942_1676
SYNPCC7942_RS08545,Synpcc7942_1677
SYNPCC7942_RS08550,Synpcc7942_1678
SYNPCC7942_RS08555,Synpcc7942_1679
SYNPCC7942_RS08560,Synpcc7942_1680
SYNPCC7942_RS08565,Synpcc7942_1681
SYNPCC7942_RS08570,Synpcc7942_1682
SYNPCC7942_RS08575,Synpcc7942_1683
SYNPCC7942_RS08580,Synpcc7942_1684
SYNPCC7942_RS08585,Synpcc7942_1685
SYNPCC7942_RS08590,Synpcc7942_1686
SYNPCC7942_RS08595,Synpcc7942_1687
SYNPCC7942_RS08600,Synpcc7942_1688
SYNPCC7942_RS08605,Synpcc7942_1689
SYNPCC7942_RS14045,Synpcc7942_1690
SYNPCC7942_RS08610,Synpcc7942_1691
SYNPCC7942_RS08615,Synpcc7942_1692
SYNPCC7942_RS08620,Synpcc7942_1693
SYNPCC7942_RS08625,Synpcc7942_1694
SYNPCC7942_RS08630,Synpcc7942_1695
SYNPCC7942_RS08635,Synpcc7942_1696
SYNPCC7942_RS08640,Synpcc7942_1697
SYNPCC7942_RS08645,Synpcc7942_1698
SYNPCC7942_RS08650,Synpcc7942_1699
SYNPCC7942_RS08655,Synpcc7942_1700
SYNPCC7942_RS08660,Synpcc7942_1701
SYNPCC7942_RS14050,Synpcc7942_1702
SYNPCC7942_RS08670,Synpcc7942_1703
SYNPCC7942_RS08675,Synpcc7942_1704
SYNPCC7942_RS13795,Synpcc7942_1705
SYNPCC7942_RS08680,Synpcc7942_1706
SYNPCC7942_RS08685,Synpcc7942_1707
SYNPCC7942_RS08690,Synpcc7942_1708
SYNPCC7942_RS08695,Synpcc7942_1709
SYNPCC7942_RS08700,Synpcc7942_1710
SYNPCC7942_RS08705,Synpcc7942_1711
SYNPCC7942_RS08710,Synpcc7942_1712
SYNPCC7942_RS08715,Synpcc7942_1713
SYNPCC7942_RS08720,Synpcc7942_1714
SYNPCC7942_RS08725,Synpcc7942_1715
SYNPCC7942_RS08730,Synpcc7942_1716
SYNPCC7942_RS08735,Synpcc7942_1717
SYNPCC7942_RS08740,Synpcc7942_1718
SYNPCC7942_RS08745,Synpcc7942_1719
SYNPCC7942_RS08750,Synpcc7942_1720
SYNPCC7942_RS08755,
SYNPCC7942_RS08760,Synpcc7942_1721
SYNPCC7942_RS08765,Synpcc7942_1722
SYNPCC7942_RS08770,Synpcc7942_1723
SYNPCC7942_RS08775,Synpcc7942_1724
SYNPCC7942_RS08780,Synpcc7942_1725
SYNPCC7942_RS08785,Synpcc7942_1726
SYNPCC7942_RS08790,Synpcc7942_1727
SYNPCC7942_RS08795,Synpcc7942_1728
SYNPCC7942_RS08800,Synpcc7942_1729
SYNPCC7942_RS08805,Synpcc7942_1730
SYNPCC7942_RS08810,Synpcc7942_1731
SYNPCC7942_RS08815,Synpcc7942_1732
SYNPCC7942_RS08820,Synpcc7942_1733
SYNPCC7942_RS08825,Synpcc7942_1734
SYNPCC7942_RS08830,Synpcc7942_1735
SYNPCC7942_RS08835,Synpcc7942_1736
SYNPCC7942_RS08840,Synpcc7942_1737
SYNPCC7942_RS08845,Synpcc7942_1738
SYNPCC7942_RS08850,Synpcc7942_1739
SYNPCC7942_RS08855,Synpcc7942_1740
SYNPCC7942_RS08860,Synpcc7942_1741
SYNPCC7942_RS08865,Synpcc7942_1742
SYNPCC7942_RS08870,Synpcc7942_1743
SYNPCC7942_RS08875,Synpcc7942_1744
SYNPCC7942_RS08880,Synpcc7942_1745
SYNPCC7942_RS08885,Synpcc7942_1746
SYNPCC7942_RS08890,Synpcc7942_1747
SYNPCC7942_RS08895,Synpcc7942_1748
SYNPCC7942_RS08900,Synpcc7942_1749
SYNPCC7942_RS08905,Synpcc7942_1750
SYNPCC7942_RS08910,Synpcc7942_1751
SYNPCC7942_RS08915,Synpcc7942_1752
SYNPCC7942_RS08920,Synpcc7942_1753
SYNPCC7942_RS08925,Synpcc7942_1755
SYNPCC7942_RS08930,
SYNPCC7942_RS14055,
SYNPCC7942_RS08935,Synpcc7942_1758
SYNPCC7942_RS14060,Synpcc7942_1759
SYNPCC7942_RS08945,Synpcc7942_1760
SYNPCC7942_RS08950,Synpcc7942_1761
SYNPCC7942_RS08955,Synpcc7942_1762
SYNPCC7942_RS08960,Synpcc7942_1763
SYNPCC7942_RS08965,Synpcc7942_1764
SYNPCC7942_RS08970,
SYNPCC7942_RS08975,Synpcc7942_1766
SYNPCC7942_RS08980,Synpcc7942_1767
SYNPCC7942_RS08985,Synpcc7942_1768
SYNPCC7942_RS08990,Synpcc7942_1769
SYNPCC7942_RS08995,Synpcc7942_1770
SYNPCC7942_RS09000,Synpcc7942_1771
SYNPCC7942_RS09005,Synpcc7942_1772
SYNPCC7942_RS09010,Synpcc7942_1773
SYNPCC7942_RS09015,Synpcc7942_1774
SYNPCC7942_RS09020,Synpcc7942_1775
SYNPCC7942_RS09025,Synpcc7942_1776
SYNPCC7942_RS09030,Synpcc7942_1777
SYNPCC7942_RS09035,Synpcc7942_1778
SYNPCC7942_RS09040,Synpcc7942_1779
SYNPCC7942_RS09045,Synpcc7942_1780
SYNPCC7942_RS09050,Synpcc7942_1781
SYNPCC7942_RS09055,Synpcc7942_1782
SYNPCC7942_RS09060,Synpcc7942_1783
SYNPCC7942_RS09065,Synpcc7942_1784
SYNPCC7942_RS09070,Synpcc7942_1785
SYNPCC7942_RS09075,Synpcc7942_1786
SYNPCC7942_RS09080,Synpcc7942_1787
SYNPCC7942_RS09085,Synpcc7942_1788
SYNPCC7942_RS09090,Synpcc7942_1789
SYNPCC7942_RS09095,Synpcc7942_1790
SYNPCC7942_RS09100,Synpcc7942_1791
SYNPCC7942_RS09105,Synpcc7942_1792
SYNPCC7942_RS09110,Synpcc7942_1793
SYNPCC7942_RS09115,Synpcc7942_1794
SYNPCC7942_RS09120,Synpcc7942_1795
SYNPCC7942_RS09125,Synpcc7942_1796
SYNPCC7942_RS09130,Synpcc7942_1797
SYNPCC7942_RS09135,Synpcc7942_1798
SYNPCC7942_RS09140,Synpcc7942_1799
SYNPCC7942_RS09145,Synpcc7942_1800
SYNPCC7942_RS09150,Synpcc7942_1801
SYNPCC7942_RS09155,Synpcc7942_1802
SYNPCC7942_RS09160,Synpcc7942_1803
SYNPCC7942_RS09165,Synpcc7942_1804
SYNPCC7942_RS09170,Synpcc7942_1805
SYNPCC7942_RS09175,Synpcc7942_1806
SYNPCC7942_RS09180,Synpcc7942_1807
SYNPCC7942_RS09185,Synpcc7942_1808
SYNPCC7942_RS09190,Synpcc7942_1809
SYNPCC7942_RS09195,Synpcc7942_1810
SYNPCC7942_RS09200,Synpcc7942_1811
SYNPCC7942_RS14065,Synpcc7942_1812
SYNPCC7942_RS09205,Synpcc7942_1813
SYNPCC7942_RS09210,Synpcc7942_1814
SYNPCC7942_RS09215,Synpcc7942_1815
SYNPCC7942_RS09220,Synpcc7942_1816
SYNPCC7942_RS09225,Synpcc7942_1817
SYNPCC7942_RS09230,Synpcc7942_1818
SYNPCC7942_RS09235,Synpcc7942_1819
SYNPCC7942_RS09240,Synpcc7942_1820
SYNPCC7942_RS09245,Synpcc7942_1821
SYNPCC7942_RS09250,Synpcc7942_1823
SYNPCC7942_RS09255,Synpcc7942_1824
SYNPCC7942_RS09260,Synpcc7942_1825
SYNPCC7942_RS09265,Synpcc7942_1826
SYNPCC7942_RS09270,Synpcc7942_1827
SYNPCC7942_RS09275,Synpcc7942_1828
SYNPCC7942_RS09280,Synpcc7942_1829
SYNPCC7942_RS09285,Synpcc7942_1830
SYNPCC7942_RS09290,Synpcc7942_1831
SYNPCC7942_RS09295,Synpcc7942_1832
SYNPCC7942_RS09300,Synpcc7942_1833
SYNPCC7942_RS09305,Synpcc7942_1834
SYNPCC7942_RS09310,Synpcc7942_1835
SYNPCC7942_RS09315,Synpcc7942_1836
SYNPCC7942_RS09320,Synpcc7942_1837
SYNPCC7942_RS09325,Synpcc7942_1838
SYNPCC7942_RS09330,Synpcc7942_1839
SYNPCC7942_RS09335,Synpcc7942_1840
SYNPCC7942_RS09340,Synpcc7942_1841
SYNPCC7942_RS09345,Synpcc7942_1842
SYNPCC7942_RS09350,Synpcc7942_1843
SYNPCC7942_RS09355,Synpcc7942_1844
SYNPCC7942_RS09360,Synpcc7942_1845
SYNPCC7942_RS09365,Synpcc7942_1846
SYNPCC7942_RS09370,Synpcc7942_1847
SYNPCC7942_RS09375,Synpcc7942_1848
SYNPCC7942_RS09380,Synpcc7942_1849
SYNPCC7942_RS09385,Synpcc7942_1850
SYNPCC7942_RS09390,Synpcc7942_1851
SYNPCC7942_RS09395,Synpcc7942_1852
SYNPCC7942_RS09400,Synpcc7942_1853
SYNPCC7942_RS09405,Synpcc7942_1854
SYNPCC7942_RS09410,Synpcc7942_1855
SYNPCC7942_RS09415,Synpcc7942_1856
SYNPCC7942_RS09420,Synpcc7942_1857
SYNPCC7942_RS09425,Synpcc7942_1858
SYNPCC7942_RS09430,Synpcc7942_1859
SYNPCC7942_RS09435,Synpcc7942_1860
SYNPCC7942_RS09440,Synpcc7942_1861
SYNPCC7942_RS09445,Synpcc7942_1862
SYNPCC7942_RS09450,Synpcc7942_1863
SYNPCC7942_RS09455,Synpcc7942_1864
SYNPCC7942_RS09460,
SYNPCC7942_RS09465,Synpcc7942_1865
SYNPCC7942_RS09470,Synpcc7942_1866
SYNPCC7942_RS09475,Synpcc7942_1867
SYNPCC7942_RS09480,Synpcc7942_1868
SYNPCC7942_RS09485,Synpcc7942_1869
SYNPCC7942_RS09490,Synpcc7942_1870
SYNPCC7942_RS13800,Synpcc7942_1871
SYNPCC7942_RS09495,Synpcc7942_1872
SYNPCC7942_RS09500,Synpcc7942_1873
SYNPCC7942_RS09505,Synpcc7942_1874
SYNPCC7942_RS09510,Synpcc7942_1875
SYNPCC7942_RS09515,
SYNPCC7942_RS09520,Synpcc7942_1877
SYNPCC7942_RS09525,Synpcc7942_1878
SYNPCC7942_RS09530,Synpcc7942_1879
SYNPCC7942_RS09535,Synpcc7942_1880
SYNPCC7942_RS09540,Synpcc7942_1881
SYNPCC7942_RS09545,Synpcc7942_1882
SYNPCC7942_RS09550,Synpcc7942_1883
SYNPCC7942_RS09555,Synpcc7942_1884
SYNPCC7942_RS09560,Synpcc7942_1885
SYNPCC7942_RS09565,Synpcc7942_1886
SYNPCC7942_RS09570,Synpcc7942_1887
SYNPCC7942_RS09575,Synpcc7942_1888
SYNPCC7942_RS09580,Synpcc7942_1889
SYNPCC7942_RS09585,Synpcc7942_1890
SYNPCC7942_RS09590,Synpcc7942_1891
SYNPCC7942_RS09595,Synpcc7942_1892
SYNPCC7942_RS09600,Synpcc7942_1893
SYNPCC7942_RS09605,Synpcc7942_1894
SYNPCC7942_RS09610,Synpcc7942_1895
SYNPCC7942_RS09615,Synpcc7942_1896
SYNPCC7942_RS09620,Synpcc7942_1897
SYNPCC7942_RS09625,Synpcc7942_1898
SYNPCC7942_RS09630,Synpcc7942_1899
SYNPCC7942_RS09635,Synpcc7942_1900
SYNPCC7942_RS09640,Synpcc7942_1901
SYNPCC7942_RS09645,Synpcc7942_1902
SYNPCC7942_RS09650,Synpcc7942_1903
SYNPCC7942_RS09655,Synpcc7942_1904
SYNPCC7942_RS09660,Synpcc7942_1905
SYNPCC7942_RS09665,Synpcc7942_1906
SYNPCC7942_RS09670,Synpcc7942_1907
SYNPCC7942_RS09675,Synpcc7942_1908
SYNPCC7942_RS09680,Synpcc7942_1909
SYNPCC7942_RS09685,Synpcc7942_1910
SYNPCC7942_RS09690,Synpcc7942_1911
SYNPCC7942_RS09700,Synpcc7942_1912
SYNPCC7942_RS09705,Synpcc7942_1912a
SYNPCC7942_RS09710,Synpcc7942_1913
SYNPCC7942_RS09715,Synpcc7942_1914
SYNPCC7942_RS09720,Synpcc7942_1915
SYNPCC7942_RS09725,Synpcc7942_1916
SYNPCC7942_RS09730,Synpcc7942_1917
SYNPCC7942_RS09735,Synpcc7942_1918
SYNPCC7942_RS09740,Synpcc7942_1919
SYNPCC7942_RS09745,Synpcc7942_1920
SYNPCC7942_RS09750,Synpcc7942_1921
SYNPCC7942_RS09755,Synpcc7942_1922
SYNPCC7942_RS09760,Synpcc7942_1923
SYNPCC7942_RS09765,Synpcc7942_1924
SYNPCC7942_RS09770,Synpcc7942_1925
SYNPCC7942_RS09775,Synpcc7942_1926
SYNPCC7942_RS09780,Synpcc7942_1927
SYNPCC7942_RS09785,Synpcc7942_1928
SYNPCC7942_RS09790,Synpcc7942_1929
SYNPCC7942_RS09795,Synpcc7942_1930
SYNPCC7942_RS09800,Synpcc7942_1931
SYNPCC7942_RS09805,Synpcc7942_1932
SYNPCC7942_RS09810,Synpcc7942_1933
SYNPCC7942_RS09815,Synpcc7942_1934
SYNPCC7942_RS09820,Synpcc7942_1935
SYNPCC7942_RS09825,Synpcc7942_1936
SYNPCC7942_RS09830,Synpcc7942_1937
SYNPCC7942_RS09835,Synpcc7942_1938
SYNPCC7942_RS09840,Synpcc7942_1939
SYNPCC7942_RS09845,Synpcc7942_1940
SYNPCC7942_RS09850,Synpcc7942_1941
SYNPCC7942_RS09855,Synpcc7942_1942
SYNPCC7942_RS09860,Synpcc7942_1943
SYNPCC7942_RS09865,Synpcc7942_1944
SYNPCC7942_RS09870,Synpcc7942_1945
SYNPCC7942_RS09875,Synpcc7942_1946
SYNPCC7942_RS09880,Synpcc7942_1947
SYNPCC7942_RS09885,Synpcc7942_1948
SYNPCC7942_RS09890,Synpcc7942_1949
SYNPCC7942_RS09895,Synpcc7942_1950
SYNPCC7942_RS09900,Synpcc7942_1951
SYNPCC7942_RS09910,Synpcc7942_1952
SYNPCC7942_RS09915,Synpcc7942_1953
SYNPCC7942_RS09920,Synpcc7942_1954
SYNPCC7942_RS09925,Synpcc7942_1956
SYNPCC7942_RS09930,Synpcc7942_1957
SYNPCC7942_RS09935,Synpcc7942_1958
SYNPCC7942_RS09940,Synpcc7942_1959
SYNPCC7942_RS09945,Synpcc7942_1960
SYNPCC7942_RS09950,Synpcc7942_1961
SYNPCC7942_RS09955,Synpcc7942_1962
SYNPCC7942_RS09960,Synpcc7942_1963
SYNPCC7942_RS09965,Synpcc7942_1964
SYNPCC7942_RS09970,Synpcc7942_1965
SYNPCC7942_RS09975,Synpcc7942_1966
SYNPCC7942_RS09980,Synpcc7942_1967
SYNPCC7942_RS09985,Synpcc7942_1968
SYNPCC7942_RS09990,Synpcc7942_1969
SYNPCC7942_RS09995,
SYNPCC7942_RS10000,Synpcc7942_1972
SYNPCC7942_RS10005,Synpcc7942_1973
SYNPCC7942_RS10010,Synpcc7942_1974
SYNPCC7942_RS10015,Synpcc7942_1975
SYNPCC7942_RS10020,Synpcc7942_1976
SYNPCC7942_RS10025,Synpcc7942_1977
SYNPCC7942_RS10030,Synpcc7942_1978
SYNPCC7942_RS10035,Synpcc7942_1979
SYNPCC7942_RS10040,Synpcc7942_1980
SYNPCC7942_RS10045,Synpcc7942_1981
SYNPCC7942_RS10050,Synpcc7942_1982
SYNPCC7942_RS10055,Synpcc7942_1983
SYNPCC7942_RS10060,Synpcc7942_1984
SYNPCC7942_RS10065,Synpcc7942_1985
SYNPCC7942_RS10070,Synpcc7942_1986
SYNPCC7942_RS10075,Synpcc7942_1987
SYNPCC7942_RS10080,Synpcc7942_1988
SYNPCC7942_RS10085,Synpcc7942_1989
SYNPCC7942_RS10090,Synpcc7942_1990
SYNPCC7942_RS10095,Synpcc7942_1991
SYNPCC7942_RS10100,Synpcc7942_1992
SYNPCC7942_RS10105,Synpcc7942_1993
SYNPCC7942_RS10110,Synpcc7942_1994
SYNPCC7942_RS10115,Synpcc7942_1995
SYNPCC7942_RS10120,Synpcc7942_1996
SYNPCC7942_RS10125,Synpcc7942_1997
SYNPCC7942_RS10130,Synpcc7942_1998
SYNPCC7942_RS10135,Synpcc7942_1999
SYNPCC7942_RS10140,Synpcc7942_2000
SYNPCC7942_RS10145,Synpcc7942_2001
SYNPCC7942_RS14070,
SYNPCC7942_RS10155,
SYNPCC7942_RS10160,Synpcc7942_2003
SYNPCC7942_RS10165,Synpcc7942_2004
SYNPCC7942_RS10170,Synpcc7942_2005
SYNPCC7942_RS10175,Synpcc7942_2006
SYNPCC7942_RS10180,Synpcc7942_2007
SYNPCC7942_RS10185,Synpcc7942_2008
SYNPCC7942_RS10190,Synpcc7942_2009
SYNPCC7942_RS10195,
SYNPCC7942_RS10200,Synpcc7942_2011
SYNPCC7942_RS10205,Synpcc7942_2012
SYNPCC7942_RS10210,Synpcc7942_2013
SYNPCC7942_RS10215,Synpcc7942_2014
SYNPCC7942_RS10220,Synpcc7942_2015
SYNPCC7942_RS10225,Synpcc7942_2016
SYNPCC7942_RS10230,Synpcc7942_2017
SYNPCC7942_RS10240,Synpcc7942_2018
SYNPCC7942_RS10245,Synpcc7942_2019
SYNPCC7942_RS10250,Synpcc7942_2020
SYNPCC7942_RS10255,Synpcc7942_2021
SYNPCC7942_RS10260,Synpcc7942_2022
SYNPCC7942_RS10265,Synpcc7942_2023
SYNPCC7942_RS10270,Synpcc7942_2024
SYNPCC7942_RS10275,Synpcc7942_2025
SYNPCC7942_RS10280,Synpcc7942_2026
SYNPCC7942_RS10285,Synpcc7942_2027
SYNPCC7942_RS10290,Synpcc7942_2028
SYNPCC7942_RS10295,Synpcc7942_2029
SYNPCC7942_RS10300,Synpcc7942_2030
SYNPCC7942_RS10305,Synpcc7942_2031
SYNPCC7942_RS10310,Synpcc7942_2032
SYNPCC7942_RS10315,Synpcc7942_2033
SYNPCC7942_RS10320,Synpcc7942_2034
SYNPCC7942_RS10325,Synpcc7942_2035
SYNPCC7942_RS10330,Synpcc7942_2036
SYNPCC7942_RS10335,Synpcc7942_2037
SYNPCC7942_RS10340,Synpcc7942_2038
SYNPCC7942_RS10345,Synpcc7942_2039
SYNPCC7942_RS10350,Synpcc7942_2040
SYNPCC7942_RS10355,Synpcc7942_2041
SYNPCC7942_RS10360,Synpcc7942_2042
SYNPCC7942_RS10365,Synpcc7942_2043
SYNPCC7942_RS10370,Synpcc7942_2044
SYNPCC7942_RS10375,Synpcc7942_2045
SYNPCC7942_RS10380,Synpcc7942_2046
SYNPCC7942_RS10385,Synpcc7942_2047
SYNPCC7942_RS10390,Synpcc7942_2048
SYNPCC7942_RS10395,Synpcc7942_2049
SYNPCC7942_RS10400,
SYNPCC7942_RS10405,Synpcc7942_2051
SYNPCC7942_RS10410,Synpcc7942_2052
SYNPCC7942_RS10415,Synpcc7942_2053
SYNPCC7942_RS10420,Synpcc7942_2054
SYNPCC7942_RS10425,Synpcc7942_2055
SYNPCC7942_RS10430,
SYNPCC7942_RS10435,Synpcc7942_2057
SYNPCC7942_RS10440,Synpcc7942_2058
SYNPCC7942_RS10445,Synpcc7942_2059
SYNPCC7942_RS10450,Synpcc7942_2060
SYNPCC7942_RS10455,Synpcc7942_2061
SYNPCC7942_RS10460,Synpcc7942_2062
SYNPCC7942_RS10465,Synpcc7942_2063
SYNPCC7942_RS10470,Synpcc7942_2064
SYNPCC7942_RS13805,Synpcc7942_2065
SYNPCC7942_RS10475,Synpcc7942_2066
SYNPCC7942_RS10480,Synpcc7942_2067
SYNPCC7942_RS10485,Synpcc7942_2068
SYNPCC7942_RS10490,Synpcc7942_2069
SYNPCC7942_RS10495,Synpcc7942_2070
SYNPCC7942_RS10500,Synpcc7942_2071
SYNPCC7942_RS10505,Synpcc7942_2072
SYNPCC7942_RS10510,Synpcc7942_2073
SYNPCC7942_RS10515,Synpcc7942_2074
SYNPCC7942_RS10520,Synpcc7942_2075
SYNPCC7942_RS10525,Synpcc7942_2076
SYNPCC7942_RS10530,Synpcc7942_2077
SYNPCC7942_RS10535,Synpcc7942_2078
SYNPCC7942_RS10540,Synpcc7942_2079
SYNPCC7942_RS10545,Synpcc7942_2080
SYNPCC7942_RS10550,Synpcc7942_2081
SYNPCC7942_RS10555,Synpcc7942_2082
SYNPCC7942_RS10560,Synpcc7942_2083
SYNPCC7942_RS10565,Synpcc7942_2084
SYNPCC7942_RS10570,Synpcc7942_2085
SYNPCC7942_RS10575,Synpcc7942_2086
SYNPCC7942_RS10580,Synpcc7942_2087
SYNPCC7942_RS10585,Synpcc7942_2088
SYNPCC7942_RS10590,Synpcc7942_2089
SYNPCC7942_RS10595,Synpcc7942_2090
SYNPCC7942_RS10600,Synpcc7942_2091
SYNPCC7942_RS10605,Synpcc7942_2092
SYNPCC7942_RS10610,Synpcc7942_2093
SYNPCC7942_RS10615,Synpcc7942_2094
SYNPCC7942_RS10620,Synpcc7942_2095
SYNPCC7942_RS10625,Synpcc7942_2096
SYNPCC7942_RS10630,Synpcc7942_2097
SYNPCC7942_RS10635,Synpcc7942_2098
SYNPCC7942_RS10640,Synpcc7942_2099
SYNPCC7942_RS10645,Synpcc7942_2100
SYNPCC7942_RS10650,Synpcc7942_2101
SYNPCC7942_RS10655,Synpcc7942_2102
SYNPCC7942_RS10660,Synpcc7942_2103
SYNPCC7942_RS10665,Synpcc7942_2104
SYNPCC7942_RS10670,Synpcc7942_2105
SYNPCC7942_RS10675,Synpcc7942_2106
SYNPCC7942_RS10680,
SYNPCC7942_RS10685,Synpcc7942_2108
SYNPCC7942_RS10690,Synpcc7942_2109
SYNPCC7942_RS10695,Synpcc7942_2110
SYNPCC7942_RS10700,Synpcc7942_2111
SYNPCC7942_RS10705,Synpcc7942_2112
SYNPCC7942_RS10710,Synpcc7942_2113
SYNPCC7942_RS10715,Synpcc7942_2114
SYNPCC7942_RS10725,Synpcc7942_2115
SYNPCC7942_RS10730,Synpcc7942_2116
SYNPCC7942_RS10735,Synpcc7942_2117
SYNPCC7942_RS10740,Synpcc7942_2118
SYNPCC7942_RS10745,Synpcc7942_2119
SYNPCC7942_RS10750,Synpcc7942_2120
SYNPCC7942_RS10755,Synpcc7942_2121
SYNPCC7942_RS10760,Synpcc7942_2122
SYNPCC7942_RS10765,Synpcc7942_2123
SYNPCC7942_RS10770,Synpcc7942_2124
SYNPCC7942_RS10775,Synpcc7942_2125
SYNPCC7942_RS10780,Synpcc7942_2126
SYNPCC7942_RS10785,Synpcc7942_2127
SYNPCC7942_RS10790,Synpcc7942_2128
SYNPCC7942_RS10795,Synpcc7942_2129
SYNPCC7942_RS10800,Synpcc7942_2130
SYNPCC7942_RS10805,Synpcc7942_2131
SYNPCC7942_RS10810,
SYNPCC7942_RS10815,Synpcc7942_2132
SYNPCC7942_RS10820,Synpcc7942_2133
SYNPCC7942_RS10825,Synpcc7942_2134
SYNPCC7942_RS10830,Synpcc7942_2135
SYNPCC7942_RS10835,Synpcc7942_2136
SYNPCC7942_RS10840,Synpcc7942_2137
SYNPCC7942_RS10845,
SYNPCC7942_RS14075,
SYNPCC7942_RS10850,Synpcc7942_2138
SYNPCC7942_RS14080,
SYNPCC7942_RS10855,Synpcc7942_2139
SYNPCC7942_RS10860,Synpcc7942_2140
SYNPCC7942_RS13810,
SYNPCC7942_RS10865,
SYNPCC7942_RS10870,Synpcc7942_2141
SYNPCC7942_RS10875,Synpcc7942_2142
SYNPCC7942_RS10880,Synpcc7942_2143
SYNPCC7942_RS10890,Synpcc7942_2144
SYNPCC7942_RS10895,Synpcc7942_2145
SYNPCC7942_RS10900,Synpcc7942_2146
SYNPCC7942_RS10905,Synpcc7942_2147
SYNPCC7942_RS10915,Synpcc7942_2148
SYNPCC7942_RS10920,Synpcc7942_2149
SYNPCC7942_RS10925,Synpcc7942_2150
SYNPCC7942_RS10930,Synpcc7942_2151
SYNPCC7942_RS10935,Synpcc7942_2152
SYNPCC7942_RS10940,Synpcc7942_2153
SYNPCC7942_RS10945,Synpcc7942_2154
SYNPCC7942_RS10950,Synpcc7942_2155
SYNPCC7942_RS10955,Synpcc7942_2156
SYNPCC7942_RS10960,Synpcc7942_2157
SYNPCC7942_RS10965,Synpcc7942_2158
SYNPCC7942_RS10970,Synpcc7942_2159
SYNPCC7942_RS10975,Synpcc7942_2160
SYNPCC7942_RS10980,Synpcc7942_2161
SYNPCC7942_RS10985,
SYNPCC7942_RS10990,Synpcc7942_2162
SYNPCC7942_RS10995,Synpcc7942_2163
SYNPCC7942_RS11000,Synpcc7942_2164
SYNPCC7942_RS11005,Synpcc7942_2165
SYNPCC7942_RS11010,Synpcc7942_2166
SYNPCC7942_RS11015,Synpcc7942_2167
SYNPCC7942_RS11020,Synpcc7942_2168
SYNPCC7942_RS11025,Synpcc7942_2169
SYNPCC7942_RS11030,Synpcc7942_2170
SYNPCC7942_RS11035,Synpcc7942_2171
SYNPCC7942_RS11040,Synpcc7942_2172
SYNPCC7942_RS11045,Synpcc7942_2173
SYNPCC7942_RS11050,Synpcc7942_2174
SYNPCC7942_RS11055,Synpcc7942_2175
SYNPCC7942_RS11060,Synpcc7942_2176
SYNPCC7942_RS11065,Synpcc7942_2177
SYNPCC7942_RS11070,Synpcc7942_2178
SYNPCC7942_RS11075,Synpcc7942_2179
SYNPCC7942_RS11080,Synpcc7942_2180
SYNPCC7942_RS11085,Synpcc7942_2181
SYNPCC7942_RS11090,Synpcc7942_2182
SYNPCC7942_RS11095,Synpcc7942_2183
SYNPCC7942_RS11100,Synpcc7942_2184
SYNPCC7942_RS11105,Synpcc7942_2185
SYNPCC7942_RS11110,Synpcc7942_2186
SYNPCC7942_RS11115,Synpcc7942_2187
SYNPCC7942_RS11120,Synpcc7942_2188
SYNPCC7942_RS14085,Synpcc7942_2189
SYNPCC7942_RS11125,Synpcc7942_2190
SYNPCC7942_RS11130,Synpcc7942_2191
SYNPCC7942_RS11135,Synpcc7942_2192
SYNPCC7942_RS11140,Synpcc7942_2193
SYNPCC7942_RS11145,Synpcc7942_2194
SYNPCC7942_RS11150,Synpcc7942_2195
SYNPCC7942_RS11155,Synpcc7942_2196
SYNPCC7942_RS11160,Synpcc7942_2197
SYNPCC7942_RS11165,Synpcc7942_2198
SYNPCC7942_RS11170,Synpcc7942_2199
SYNPCC7942_RS11175,Synpcc7942_2200
SYNPCC7942_RS11185,Synpcc7942_2201
SYNPCC7942_RS11190,Synpcc7942_2202
SYNPCC7942_RS11195,Synpcc7942_2203
SYNPCC7942_RS11200,Synpcc7942_2204
SYNPCC7942_RS11205,Synpcc7942_2205
SYNPCC7942_RS11210,Synpcc7942_2206
SYNPCC7942_RS11215,Synpcc7942_2207
SYNPCC7942_RS11220,Synpcc7942_2208
SYNPCC7942_RS11225,Synpcc7942_2209
SYNPCC7942_RS11230,Synpcc7942_2210
SYNPCC7942_RS11235,Synpcc7942_2211
SYNPCC7942_RS13815,Synpcc7942_2212
SYNPCC7942_RS11240,Synpcc7942_2213
SYNPCC7942_RS11245,Synpcc7942_2214
SYNPCC7942_RS11250,Synpcc7942_2215
